Time_s,Acceleration_m_per_s2,Velocity_m_per_s,Displacement_m
16.54,0.48264,-0.02707,-0.011355
16.56,0.56544,-0.01656,-0.0116862
16.58,0.47926,-0.00608,-0.0118078
16.6,0.3498,0.00221,-0.0117636
16.62,0.22632,0.00801,-0.0116034
16.64,0.19063,0.01221,-0.0113592
16.66,0.24543,0.0166,-0.0110272
16.68,0.32183,0.02231,-0.010581
16.7,0.38225,0.02938,-0.0099934
16.72,0.38683,0.0371,-0.0092514
16.74,0.34132,0.04442,-0.008363
16.76,0.27934,0.05065,-0.00735
16.78,0.24387,0.05592,-0.0062316
16.8,0.24633,0.06082,-0.0050152
16.82,0.23247,0.06564,-0.0037024
16.84,0.18095,0.06981,-0.0023062
16.86,-0.0013,0.07163,-0.0008736
16.88,-0.26269,0.06903,0.000507
16.9,-0.47696,0.06166,0.0017402
16.92,-0.62806,0.05064,0.002753
16.94,-0.64917,0.0379,0.003511
16.96,-0.60563,0.02538,0.0040186
16.98,-0.53472,0.01401,0.0042988
17,-0.47574,0.00391,0.004377
17.02,-0.4363,-0.00519,0.0042732
17.04,-0.35948,-0.01312,0.0040108
17.06,-0.26075,-0.01929,0.003625
17.08,-0.14362,-0.02331,0.0031588
17.1,-0.02323,-0.02495,0.0026598
17.12,0.06812,-0.02447,0.0021704
17.14,0.12613,-0.0225,0.0017204
17.16,0.16887,-0.01953,0.0013298
17.18,0.23325,-0.01548,0.0010202
17.2,0.35236,-0.00962,0.0008278
17.22,0.57594,-0.00031,0.0008216
17.24,0.78243,0.0133,0.0010876
17.26,0.83579,0.0295,0.0016776
17.28,0.68609,0.04475,0.0025726
17.3,0.33751,0.055,0.0036726
17.32,-0.01747,0.05823,0.0048372
17.34,-0.25682,0.05551,0.0059474
17.36,-0.35437,0.04942,0.0069358
17.38,-0.4082,0.04182,0.0077722
17.4,-0.45353,0.03321,0.0084364
17.42,-0.53985,0.02329,0.0089022
17.44,-0.60977,0.01182,0.0091386
17.46,-0.57361,1.00E-05,0.0091388
17.48,-0.35895,-0.00929,0.008953
17.5,-0.0145,-0.01301,0.0086928
17.52,0.27855,-0.01034,0.008486
17.54,0.41992,-0.00334,0.0084192
17.56,0.42066,0.00509,0.008521
17.58,0.33911,0.01271,0.0087752
17.6,0.20204,0.01813,0.0091378
17.62,0.14204,0.02159,0.0095696
17.64,0.16074,0.02464,0.0100624
17.66,0.19716,0.02824,0.0106272
17.68,0.19817,0.03221,0.0112714
17.7,0.1694,0.03591,0.0119896
17.72,0.06516,0.03828,0.0127552
17.74,-0.06032,0.03835,0.0135222
17.76,-0.14758,0.03629,0.014248
17.78,-0.21444,0.03269,0.0149018
17.8,-0.24647,0.02809,0.0154636
17.82,-0.30048,0.02264,0.0159164
17.84,-0.39831,0.01568,0.01623
17.86,-0.53004,0.00642,0.0163584
17.88,-0.6205,-0.00507,0.016257
17.9,-0.61098,-0.01736,0.0159098
17.92,-0.49568,-0.02841,0.0153416
17.94,-0.29944,-0.03633,0.014615
17.96,-0.11805,-0.04049,0.0138052
17.98,0.00318,-0.04161,0.012973
18,0.0813,-0.04076,0.0121578
18.02,0.12413,-0.03869,0.011384
18.04,0.15871,-0.03583,0.0106674
18.06,0.22835,-0.03194,0.0100286
18.08,0.31809,-0.02645,0.0094996
18.1,0.43294,-0.01892,0.0091212
18.12,0.51513,-0.00941,0.008933
18.14,0.54462,0.00121,0.0089572
18.16,0.50853,0.01176,0.0091924
18.18,0.42935,0.02117,0.0096158
18.2,0.34382,0.0289,0.0101938
18.22,0.23,0.03467,0.0108872
18.24,0.07841,0.03778,0.0116428
18.26,-0.08937,0.03769,0.0123966
18.28,-0.24031,0.03442,0.013085
18.3,-0.35887,0.02845,0.013654
18.32,-0.41159,0.02077,0.0140694
18.34,-0.43662,0.01232,0.0143158
18.36,-0.43024,0.00367,0.0143892
18.38,-0.40266,-0.00463,0.0142966
18.4,-0.3357,-0.01201,0.0140564
18.42,-0.24595,-0.0178,0.0137004
18.44,-0.17179,-0.02195,0.0132614
18.46,-0.08686,-0.02451,0.0127712
18.48,-0.02611,-0.02562,0.0122588
18.5,-0.0002,-0.02586,0.0117416
18.52,-0.01632,-0.02599,0.0112218
18.54,-0.09069,-0.02704,0.010681
18.56,-0.18961,-0.02982,0.0100846
18.58,-0.25177,-0.03421,0.0094004
18.6,-0.23778,-0.0391,0.0086184
18.62,-0.15335,-0.04299,0.0077586
18.64,-0.03976,-0.04489,0.0068608
18.66,0.02541,-0.04501,0.0059606
18.68,0.02798,-0.04446,0.0050714
18.7,0.00085,-0.04415,0.0041884
18.72,-0.03053,-0.04442,0.0033
18.74,-0.05932,-0.04529,0.0023942
18.76,-0.09285,-0.04679,0.0014584
18.78,-0.12606,-0.04896,0.0004792
18.8,-0.13537,-0.05157,-0.0005522
18.82,-0.10415,-0.05394,-0.001631
18.84,-0.04689,-0.05543,-0.0027396
18.86,0.00981,-0.05579,-0.0038554
18.88,0.10391,-0.05463,-0.004948
18.9,0.23331,-0.05124,-0.0059728
18.92,0.32853,-0.0456,-0.0068848
18.94,0.36264,-0.03867,-0.0076582
18.96,0.38479,-0.03117,-0.0082816
18.98,0.39649,-0.02334,-0.0087484
19,0.41309,-0.01524,-0.0090532
19.02,0.47995,-0.0063,-0.0091792
19.04,0.57469,0.00427,-0.0090938
19.06,0.63717,0.0164,-0.0087658
19.08,0.66936,0.02948,-0.0081762
19.1,0.66286,0.04282,-0.0073198
19.12,0.59961,0.05546,-0.0062106
19.14,0.49255,0.06639,-0.0048828
19.16,0.33928,0.07473,-0.0033882
19.18,0.13791,0.07951,-0.001798
19.2,-0.07864,0.08011,-0.0001958
19.22,-0.26034,0.07673,0.0013388
19.24,-0.40778,0.07006,0.00274
19.26,-0.54632,0.06053,0.0039506
19.28,-0.74586,0.04762,0.004903
19.3,-0.90959,0.03108,0.0055246
19.32,-1.05025,0.01149,0.0057544
19.34,-1.07469,-0.00975,0.0055594
19.36,-0.94723,-0.02996,0.0049602
19.38,-0.64851,-0.0459,0.0040422
19.4,-0.36412,-0.05602,0.0029218
19.42,-0.21813,-0.06184,0.001685
19.44,-0.14828,-0.0655,0.000375
19.46,-0.12515,-0.06823,-0.0009896
19.48,-0.05212,-0.06999,-0.0023894
19.5,0.07753,-0.06973,-0.003784
19.52,0.33874,-0.06557,-0.0050954
19.54,0.56614,-0.05651,-0.0062256
19.56,0.65832,-0.04426,-0.0071108
19.58,0.65293,-0.03114,-0.0077336
19.6,0.59655,-0.01864,-0.0081064
19.62,0.53415,-0.00734,-0.0082532
19.64,0.52041,0.00321,-0.008189
19.66,0.51278,0.01354,-0.0079182
19.68,0.46716,0.02334,-0.0074514
19.7,0.32226,0.03124,-0.0068266
19.72,0.09135,0.03537,-0.0061192
19.74,-0.11068,0.03518,-0.0054156
19.76,-0.2241,0.03184,-0.0047788
19.78,-0.23867,0.02721,-0.0042346
19.8,-0.2364,0.02246,-0.0037854
19.82,-0.30548,0.01704,-0.0034446
19.84,-0.46055,0.00938,-0.003257
19.86,-0.66954,-0.00193,-0.0032956
19.88,-0.77337,-0.01636,-0.0036228
19.9,-0.72567,-0.03136,-0.00425
19.92,-0.57964,-0.04442,-0.0051384
19.94,-0.39822,-0.0542,-0.0062224
19.96,-0.24595,-0.06064,-0.0074352
19.98,-0.16961,-0.06481,-0.0087314
20,-0.09659,-0.06746,-0.0100806
20.02,0.00719,-0.06837,-0.011448
20.04,0.11342,-0.06717,-0.0127914
20.06,0.33154,-0.06273,-0.014046
20.08,0.51473,-0.05427,-0.0151314
20.1,0.58603,-0.04327,-0.0159968
20.12,0.55363,-0.03189,-0.0166346
20.14,0.42133,-0.02215,-0.0170776
20.16,0.25379,-0.01541,-0.0173858
20.18,0.15476,-0.01133,-0.0176124
20.2,0.17646,-0.00801,-0.0177726
20.22,0.25355,-0.00373,-0.0178472
20.24,0.34864,0.00228,-0.0178016
20.26,0.3743,0.0095,-0.0176116
20.28,0.35558,0.01678,-0.017276
20.3,0.31733,0.0235,-0.016806
20.32,0.29373,0.02959,-0.0162142
20.34,0.33864,0.0359,-0.0154962
20.36,0.38118,0.04309,-0.0146344
20.38,0.37837,0.05067,-0.013621
20.4,0.35363,0.05799,-0.0124612
20.42,0.24804,0.06399,-0.0111814
20.44,0.0641,0.06709,-0.0098396
20.46,-0.09632,0.06675,-0.0085046
20.48,-0.20552,0.06371,-0.0072304
20.5,-0.2497,0.05914,-0.0060476
20.52,-0.26867,0.05393,-0.004969
20.54,-0.26968,0.04853,-0.0039984
20.56,-0.27007,0.04311,-0.0031362
20.58,-0.28408,0.03755,-0.0023852
20.6,-0.22739,0.03244,-0.0017364
20.62,-0.15826,0.02856,-0.0011652
20.64,-0.13922,0.02556,-0.000654
20.66,-0.15153,0.02263,-0.0002014
20.68,-0.19999,0.01909,0.0001804
20.7,-0.2641,0.01442,0.0004688
20.72,-0.29807,0.00877,0.0006442
20.74,-0.30416,0.00273,0.0006988
20.76,-0.30214,-0.00336,0.0006316
20.78,-0.26395,-0.00905,0.0004506
20.8,-0.17546,-0.01344,0.0001818
20.82,-0.10478,-0.01627,-0.0001436
20.84,-0.03637,-0.01771,-0.0004978
20.86,0.01475,-0.01796,-0.000857
20.88,0.03458,-0.01749,-0.0012068
20.9,0.06828,-0.0165,-0.0015368
20.92,0.10001,-0.01484,-0.0018336
20.94,0.15091,-0.01236,-0.0020808
20.96,0.19774,-0.00891,-0.002259
20.98,0.23765,-0.00458,-0.0023506
21,0.28594,0.00066,-0.0023374
21.02,0.32493,0.00673,-0.0022028
21.04,0.34238,0.01337,-0.0019354
21.06,0.31555,0.01992,-0.001537
21.08,0.22862,0.02532,-0.0010306
21.1,0.10592,0.02863,-0.000458
21.12,0.00802,0.02974,0.0001368
21.14,-0.03023,0.02948,0.0007264
21.16,-0.06366,0.02851,0.0012966
21.18,-0.11217,0.02672,0.001831
21.2,-0.13607,0.02424,0.0023158
21.22,-0.17296,0.02111,0.002738
21.24,-0.22479,0.0171,0.00308
21.26,-0.24548,0.01236,0.0033272
21.28,-0.21104,0.00776,0.0034824
21.3,-0.14895,0.00412,0.0035648
21.32,-0.04895,0.0021,0.0036068
21.34,0.03177,0.0019,0.0036448
21.36,0.05613,0.00274,0.0036996
21.38,0.06397,0.0039,0.0037776
21.4,0.06945,0.00524,0.0038824
21.42,0.07901,0.00669,0.0040162
21.44,0.08702,0.00831,0.0041824
21.46,0.10007,0.01014,0.0043852
21.48,0.07432,0.01185,0.0046222
21.5,0.04228,0.01298,0.0048818
21.52,0.03723,0.01374,0.0051566
21.54,0.05263,0.0146,0.0054486
21.56,0.07971,0.01589,0.0057664
21.58,0.10468,0.01769,0.0061202
21.6,0.07834,0.01953,0.0065108
21.62,-0.03598,0.01991,0.006909
21.64,-0.18948,0.01762,0.0072614
21.66,-0.29533,0.01274,0.0075162
21.68,-0.36514,0.0061,0.0076382
21.7,-0.36817,-0.00127,0.0076128
21.72,-0.30993,-0.00809,0.007451
21.74,-0.23314,-0.01356,0.0071798
21.76,-0.13653,-0.01729,0.006834
21.78,-0.0517,-0.01921,0.0064498
21.8,0.00035,-0.01972,0.0060554
21.82,0.03707,-0.01938,0.0056678
21.84,0.09664,-0.01808,0.0053062
21.86,0.13548,-0.01579,0.0049904
21.88,0.15931,-0.01288,0.0047328
21.9,0.20237,-0.0093,0.0045468
21.92,0.20286,-0.00528,0.0044412
21.94,0.16795,-0.00161,0.004409
21.96,0.1155,0.00119,0.0044328
21.98,0.07714,0.00308,0.0044944
22,0.06789,0.00453,0.004585
22.02,0.07244,0.0059,0.004703
22.04,0.06501,0.00725,0.004848
22.06,0.02891,0.00816,0.0050112
22.08,0.0139,0.00855,0.0051822
22.1,-0.01246,0.00853,0.0053528
22.12,-0.06672,0.00771,0.005507
22.14,-0.12583,0.00575,0.005622
22.16,-0.14651,0.00299,0.0056818
22.18,-0.14592,4.00E-05,0.0056826
22.2,-0.09832,-0.0024,0.0056346
22.22,-0.03018,-0.00371,0.0055604
22.24,0.02667,-0.00377,0.005485
22.26,0.06108,-0.00293,0.0054264
22.28,0.04248,-0.00192,0.005388
22.3,0.02075,-0.00131,0.0053618
22.32,-0.02043,-0.00134,0.005335
22.34,-0.09147,-0.00249,0.0052852
22.36,-0.1429,-0.00486,0.005188
22.38,-0.16698,-0.00798,0.0050284
22.4,-0.19106,-0.01156,0.0047972
22.42,-0.19719,-0.01546,0.004488
22.44,-0.19018,-0.01936,0.0041008
22.46,-0.15833,-0.02287,0.0036434
22.48,-0.0701,-0.02517,0.00314
22.5,0.03765,-0.02552,0.0026296
22.52,0.09948,-0.02417,0.0021462
22.54,0.11247,-0.02207,0.0017048
22.56,0.12267,-0.01974,0.00131
22.58,0.11837,-0.01735,0.000963
22.6,0.09127,-0.01525,0.000658
22.62,0.08681,-0.01349,0.0003882
22.64,0.07431,-0.01189,0.0001504
22.66,0.09699,-0.0102,-5.36E-05
22.68,0.14154,-0.00783,-0.0002102
22.7,0.22203,-0.00421,-0.0002944
22.72,0.31082,0.00111,-0.0002722
22.74,0.3276,0.00748,-0.0001226
22.76,0.29819,0.01372,0.0001518
22.78,0.17466,0.01843,0.0005204
22.8,-0.00162,0.02017,0.0009238
22.82,-0.1684,0.01846,0.001293
22.84,-0.31278,0.01364,0.0015658
22.86,-0.39979,0.00651,0.001696
22.88,-0.4193,-0.00169,0.0016622
22.9,-0.39705,-0.00987,0.0014648
22.92,-0.32581,-0.0171,0.0011228
22.94,-0.26988,-0.02307,0.0006614
22.96,-0.22349,-0.02801,0.0001012
22.98,-0.17573,-0.03201,-0.000539
23,-0.08521,-0.03461,-0.0012312
23.02,0.0328,-0.03514,-0.001934
23.04,0.18632,-0.03295,-0.002593
23.06,0.30882,-0.02799,-0.0031528
23.08,0.36929,-0.02122,-0.0035772
23.1,0.41525,-0.01337,-0.0038446
23.12,0.41229,-0.00509,-0.0039464
23.14,0.39669,0.00299,-0.0038866
23.16,0.32536,0.01022,-0.0036822
23.18,0.20968,0.01557,-0.0033708
23.2,0.10543,0.01872,-0.0029964
23.22,0.02262,0.02001,-0.0025962
23.24,-0.09255,0.01932,-0.0022098
23.26,-0.21379,0.01626,-0.0018846
23.28,-0.29607,0.01117,-0.0016612
23.3,-0.34839,0.00473,-0.0015666
23.32,-0.35785,-0.00232,-0.001613
23.34,-0.33742,-0.00927,-0.0017984
23.36,-0.30258,-0.01566,-0.0021116
23.38,-0.26346,-0.02132,-0.002538
23.4,-0.23368,-0.02628,-0.0030636
23.42,-0.16773,-0.03028,-0.0036692
23.44,-0.09504,-0.0329,-0.0043272
23.46,0.00045,-0.03383,-0.0050038
23.48,0.09141,-0.0329,-0.0056618
23.5,0.14123,-0.03056,-0.006273
23.52,0.16518,-0.02748,-0.0068226
23.54,0.17494,-0.02406,-0.0073038
23.56,0.20621,-0.02024,-0.0077086
23.58,0.27114,-0.01545,-0.0080176
23.6,0.35883,-0.00915,-0.0082006
23.62,0.42666,-0.00127,-0.008226
23.64,0.43282,0.00734,-0.0080792
23.66,0.37161,0.01541,-0.007771
23.68,0.25054,0.02165,-0.007338
23.7,0.10283,0.0252,-0.006834
23.72,0.01341,0.02638,-0.0063064
23.74,-0.03564,0.02618,-0.0057828
23.76,-0.07353,0.02511,-0.0052806
23.78,-0.07778,0.02361,-0.0048084
23.8,-0.0737,0.0221,-0.0043664
23.82,-0.09492,0.02044,-0.0039576
23.84,-0.12784,0.01824,-0.0035928
23.86,-0.15736,0.01541,-0.0032846
23.88,-0.15868,0.01227,-0.0030392
23.9,-0.16062,0.0091,-0.0028572
23.92,-0.19181,0.0056,-0.0027452
23.94,-0.22853,0.00142,-0.0027168
23.96,-0.30944,-0.00393,-0.0027954
23.98,-0.38507,-0.01085,-0.0030124
24,-0.39353,-0.01863,-0.003385
24.02,-0.26667,-0.02521,-0.0038892
24.04,0.00652,-0.02778,-0.0044448
24.06,0.20764,-0.02561,-0.004957
24.08,0.28807,-0.02063,-0.0053696
24.1,0.29405,-0.01478,-0.0056652
24.12,0.27269,-0.00908,-0.0058468
24.14,0.2691,-0.00363,-0.0059194
24.16,0.29566,0.00204,-0.0058786
24.18,0.43264,0.00935,-0.0056916
24.2,0.61323,0.01981,-0.0052954
24.22,0.68904,0.03287,-0.004638
24.24,0.60628,0.04585,-0.003721
24.26,0.29345,0.05488,-0.0026234
24.28,-0.07337,0.05711,-0.0014812
24.3,-0.28182,0.05359,-0.0004094
24.32,-0.3056,0.04775,0.0005456
24.34,-0.22856,0.04244,0.0013944
24.36,-0.16543,0.03853,0.002165
24.38,-0.19487,0.03496,0.0028642
24.4,-0.33709,0.02964,0.003457
24.42,-0.43276,0.02198,0.0038966
24.44,-0.44581,0.01322,0.004161
24.46,-0.39666,0.00483,0.0042576
24.48,-0.28261,-0.00193,0.004219
24.5,-0.16538,-0.00638,0.0040914
24.52,-0.0862,-0.00886,0.0039142
24.54,-0.04728,-0.01016,0.003711
24.56,-0.01881,-0.01079,0.0034952
24.58,0.0065,-0.01088,0.0032776
24.6,0.05472,-0.01026,0.0030724
24.62,0.10471,-0.00864,0.0028996
24.64,0.15841,-0.00597,0.0027802
24.66,0.18066,-0.00255,0.0027292
24.68,0.20235,0.00131,0.0027554
24.7,0.20975,0.00547,0.0028648
24.72,0.20515,0.00965,0.0030578
24.74,0.20746,0.01381,0.003334
24.76,0.17667,0.01768,0.0036876
24.78,0.13824,0.02086,0.0041048
24.8,0.04346,0.02268,0.0045584
24.82,-0.07879,0.02236,0.0050056
24.84,-0.16498,0.01996,0.0054048
24.86,-0.21319,0.01621,0.005729
24.88,-0.22962,0.01181,0.0059652
24.9,-0.23878,0.00716,0.0061084
24.92,-0.23306,0.00247,0.0061578
24.94,-0.21037,-0.00193,0.0061192
24.96,-0.18574,-0.00586,0.006002
24.98,-0.16946,-0.00938,0.0058144
25,-0.15737,-0.01264,0.0055616
25.02,-0.13612,-0.01555,0.0052506
25.04,-0.09637,-0.01785,0.0048936
25.06,-0.02209,-0.019,0.0045136
25.08,0.0399,-0.01879,0.0041378
25.1,0.06766,-0.01769,0.003784
25.12,0.08261,-0.01616,0.0034608
25.14,0.10072,-0.01429,0.003175
25.16,0.11241,-0.01213,0.0029324
25.18,0.10997,-0.00988,0.0027348
25.2,0.09271,-0.00785,0.0025778
25.22,0.07371,-0.00616,0.0024546
25.24,0.05473,-0.00485,0.0023576
25.26,0.04904,-0.00379,0.0022818
25.28,0.01122,-0.00316,0.0022186
25.3,-0.03582,-0.00338,0.002151
25.32,-0.04678,-0.00418,0.0020674
25.34,-0.02899,-0.00491,0.0019692
25.36,0.03197,-0.00485,0.0018722
25.38,0.06221,-0.00389,0.0017944
25.4,0.06494,-0.00261,0.0017422
25.42,0.05275,-0.00141,0.001714
25.44,0.0146,-0.00072,0.0016996
25.46,0.01801,-0.00037,0.0016922
25.48,0.01056,-6.00E-05,0.001691
25.5,0.02651,0.00033,0.0016976
25.52,0.02949,0.00091,0.0017158
25.54,0.00773,0.0013,0.0017418
25.56,-0.0363,0.00104,0.0017626
25.58,-0.10647,-0.00037,0.0017552
25.6,-0.1748,-0.00318,0.0016916
25.62,-0.21246,-0.00703,0.001551
25.64,-0.18114,-0.01095,0.001332
25.66,-0.12974,-0.01405,0.001051
25.68,-0.07236,-0.01605,0.00073
25.7,-0.02938,-0.01705,0.000389
25.72,-0.02602,-0.01759,3.72E-05
25.74,-0.02147,-0.01805,-0.0003238
25.76,0.00068,-0.01824,-0.0006886
25.78,0.02672,-0.01795,-0.0010476
25.8,0.06957,-0.01698,-0.0013872
25.82,0.1227,-0.01505,-0.0016882
25.84,0.18456,-0.01197,-0.0019276
25.86,0.23401,-0.00777,-0.002083
25.88,0.30875,-0.00233,-0.0021296
25.9,0.35732,0.00434,-0.0020428
25.92,0.37797,0.0117,-0.0018088
25.94,0.36629,0.01915,-0.0014258
25.96,0.27409,0.02557,-0.0009144
25.98,0.16026,0.02992,-0.000316
26,0.08109,0.03234,0.0003308
26.02,0.03081,0.03346,0.001
26.04,0.00258,0.0338,0.001676
26.06,-0.0213,0.03362,0.0023484
26.08,-0.0473,0.03294,0.0030072
26.1,-0.07744,0.0317,0.0036412
26.12,-0.14481,0.02948,0.0042308
26.14,-0.17505,0.02628,0.0047564
26.16,-0.17887,0.02275,0.0052114
26.18,-0.17898,0.01918,0.005595
26.2,-0.17465,0.01564,0.0059078
26.22,-0.20956,0.0118,0.0061438
26.24,-0.24438,0.00726,0.006289
26.26,-0.28814,0.00193,0.0063276
26.28,-0.31001,-0.00405,0.0062466
26.3,-0.27778,-0.00993,0.006048
26.32,-0.20512,-0.01476,0.0057528
26.34,-0.10327,-0.01784,0.005396
26.36,-0.02223,-0.0191,0.005014
26.38,0.04444,-0.01888,0.0046364
26.4,0.07544,-0.01767,0.004283
26.42,0.12104,-0.01572,0.0039686
26.44,0.18955,-0.01262,0.0037162
26.46,0.21881,-0.00854,0.0035454
26.48,0.21842,-0.00417,0.003462
26.5,0.15434,-0.00045,0.003453
26.52,0.04205,0.0015,0.003483
26.54,-0.07097,0.00121,0.0035072
26.56,-0.14046,-0.00091,0.003489
26.58,-0.17553,-0.00408,0.0034074
26.6,-0.16754,-0.00751,0.0032572
26.62,-0.11635,-0.01036,0.00305
26.64,-0.03322,-0.01186,0.0028128
26.66,0.02911,-0.01192,0.0025744
26.68,0.04168,-0.01122,0.00235
26.7,0.05207,-0.0103,0.002144
26.72,0.0442,-0.00934,0.0019572
26.74,0.01601,-0.00875,0.0017822
26.76,-0.03439,-0.00895,0.0016032
26.78,-0.08559,-0.01016,0.0014
26.8,-0.12012,-0.01221,0.0011558
26.82,-0.12555,-0.01469,0.000862
26.84,-0.09477,-0.01691,0.0005238
26.86,-0.03837,-0.01825,0.0001588
26.88,0.01836,-0.01847,-0.0002106
26.9,0.04145,-0.01789,-0.0005684
26.92,0.02465,-0.01724,-0.0009132
26.94,-0.01092,-0.01712,-0.0012556
26.96,-0.04355,-0.01768,-0.0016092
26.98,-0.03282,-0.01846,-0.0019784
27,-0.00016,-0.01879,-0.0023542
27.02,0.0214,-0.01859,-0.002726
27.04,0.04411,-0.01796,-0.0030852
27.06,0.05413,-0.01699,-0.003425
27.08,0.05017,-0.01597,-0.0037444
27.1,0.04381,-0.01505,-0.0040454
27.12,0.05443,-0.01409,-0.0043272
27.14,0.07207,-0.01284,-0.004584
27.16,0.10874,-0.01105,-0.004805
27.18,0.15736,-0.00841,-0.0049732
27.2,0.19159,-0.00492,-0.0050716
27.22,0.20687,-0.00096,-0.0050908
27.24,0.21128,0.0032,-0.0050268
27.26,0.20773,0.00737,-0.0048794
27.28,0.18387,0.01127,-0.004654
27.3,0.17698,0.01485,-0.004357
27.32,0.17679,0.01837,-0.0039896
27.34,0.15177,0.02163,-0.003557
27.36,0.10956,0.02422,-0.0030726
27.38,0.03173,0.02561,-0.0025604
27.4,-0.05149,0.02542,-0.002052
27.42,-0.14128,0.02346,-0.0015828
27.44,-0.2453,0.01958,-0.0011912
27.46,-0.31826,0.01392,-0.0009128
27.48,-0.3445,0.00726,-0.0007676
27.5,-0.34779,0.00032,-0.0007612
27.52,-0.35674,-0.00675,-0.0008962
27.54,-0.34063,-0.01375,-0.0011712
27.56,-0.27858,-0.01997,-0.0015706
27.58,-0.19917,-0.02477,-0.002066
27.6,-0.09864,-0.02774,-0.0026208
27.62,-0.00662,-0.02882,-0.0031972
27.64,0.06541,-0.02826,-0.0037624
27.66,0.13967,-0.02623,-0.004287
27.68,0.19573,-0.0229,-0.004745
27.7,0.22995,-0.01867,-0.0051184
27.72,0.28775,-0.01352,-0.0053888
27.74,0.33488,-0.00732,-0.0055352
27.76,0.36286,-0.00037,-0.0055426
27.78,0.33028,0.00654,-0.0054118
27.8,0.23742,0.01222,-0.0051674
27.82,0.10816,0.01565,-0.0048544
27.84,-0.04688,0.01624,-0.0045296
27.86,-0.17383,0.01401,-0.0042494
27.88,-0.26121,0.00963,-0.0040568
27.9,-0.28696,0.00413,-0.0039742
27.92,-0.29707,-0.00174,-0.004009
27.94,-0.25612,-0.00729,-0.0041548
27.96,-0.2001,-0.01188,-0.0043924
27.98,-0.13335,-0.01524,-0.0046972
28,-0.08353,-0.01741,-0.0050454
28.02,-0.06147,-0.01888,-0.005423
28.04,-0.02933,-0.01981,-0.0058192
28.06,-0.0141,-0.02027,-0.0062246
28.08,0.02493,-0.02019,-0.0066284
28.1,0.09478,-0.01901,-0.0070086
28.12,0.19842,-0.01611,-0.0073308
28.14,0.28384,-0.01131,-0.007557
28.16,0.35754,-0.00492,-0.0076554
28.18,0.417,0.0028,-0.0075994
28.2,0.43872,0.01136,-0.0073722
28.22,0.44257,0.02015,-0.0069692
28.24,0.42506,0.02881,-0.006393
28.26,0.37688,0.0368,-0.005657
28.28,0.30389,0.04359,-0.0047852
28.3,0.18168,0.04842,-0.0038168
28.32,0.04673,0.05068,-0.0028032
28.34,-0.06082,0.05052,-0.0017928
28.36,-0.14499,0.04844,-0.000824
28.38,-0.1978,0.04499,7.58E-05
28.4,-0.24257,0.04059,0.0008876
28.42,-0.29714,0.03517,0.001591
28.44,-0.31044,0.02907,0.0021724
28.46,-0.3145,0.0228,0.0026284
28.48,-0.31474,0.01649,0.0029582
28.5,-0.28051,0.01052,0.0031686
28.52,-0.26928,0.005,0.0032686
28.54,-0.27972,-0.00051,0.0032584
28.56,-0.30292,-0.00636,0.0031312
28.58,-0.3135,-0.01254,0.0028804
28.6,-0.2721,-0.0184,0.0025124
28.62,-0.17597,-0.02289,0.0020546
28.64,-0.08036,-0.02548,0.001545
28.66,-0.02081,-0.02651,0.0010148
28.68,0.03672,-0.02637,0.0004874
28.7,0.0634,-0.02538,-2.02E-05
28.72,0.09099,-0.02386,-0.0004974
28.74,0.12358,-0.02173,-0.000932
28.76,0.14823,-0.01903,-0.0013126
28.78,0.15818,-0.01599,-0.0016324
28.8,0.12538,-0.01314,-0.0018952
28.82,0.07551,-0.01115,-0.0021182
28.84,0.06006,-0.00981,-0.0023144
28.86,0.05001,-0.00873,-0.002489
28.88,0.06712,-0.00757,-0.0026404
28.9,0.08086,-0.00611,-0.0027626
28.92,0.07791,-0.00454,-0.0028534
28.94,0.08128,-0.00296,-0.0029126
28.96,0.06412,-0.00152,-0.002943
28.98,0.07597,-0.00014,-0.0029458
29,0.07069,0.00133,-0.0029192
29.02,0.06424,0.00267,-0.0028658
29.04,0.0496,0.0038,-0.0027898
29.06,0.0089,0.00437,-0.0027024
29.08,-0.02371,0.00421,-0.0026182
29.1,-0.06207,0.00334,-0.0025514
29.12,-0.08929,0.00181,-0.0025152
29.14,-0.08262,8.00E-05,-0.0025136
29.16,-0.07755,-0.00153,-0.0025442
29.18,-0.05073,-0.00283,-0.0026008
29.2,-0.03694,-0.0037,-0.0026748
29.22,-0.02503,-0.00433,-0.0027614
29.24,-0.00075,-0.0046,-0.0028534
29.26,0.01675,-0.00445,-0.0029424
29.28,0.05028,-0.00379,-0.0030182
29.3,0.06914,-0.0026,-0.0030702
29.32,0.07418,-0.00118,-0.0030938
29.34,0.05581,0.00011,-0.0030916
29.36,0.02037,0.00086,-0.0030744
29.38,0.01817,0.00124,-0.0030496
29.4,0.03606,0.00179,-0.0030138
29.42,0.06963,0.00284,-0.002957
29.44,0.10996,0.00463,-0.0028644
29.46,0.11001,0.00682,-0.002728
29.48,0.08492,0.00876,-0.0025528
29.5,0.05064,0.01011,-0.0023506
29.52,0.02935,0.01091,-0.0021324
29.54,0.03368,0.01153,-0.0019018
29.56,0.03041,0.01217,-0.0016584
29.58,0.05351,0.013,-0.0013984
29.6,0.04888,0.01403,-0.0011178
29.62,0.05334,0.01505,-0.0008168
29.64,0.05025,0.01608,-0.0004952
29.66,0.06811,0.01726,-0.00015
