time_s,acceleration_m_s2,velocity_m_s,displacement_m
5.72,-1.4695099999999999,-0.28009,0.12475
5.74,-1.80517,-0.31305,0.11884
5.76,-1.6914799999999999,-0.34823,0.11223000000000001
5.78,-0.09273999999999999,-0.36628,0.10504
5.8,2.53257,-0.34188,0.09787000000000001
5.82,4.58946,-0.27086,0.09167
5.84,6.099779999999999,-0.16417,0.08725
5.86,5.67784,-0.0466,0.08515
5.88,4.28699,0.05285,0.08525
5.9,1.95506,0.11506999999999999,0.087
5.92,-0.04659,0.13394999999999999,0.08954000000000001
5.94,-0.72375,0.12605,0.09215999999999999
5.96,-0.8509399999999999,0.1101,0.09451000000000001
5.98,-0.85256,0.09286,0.09653
6.0,-1.67725,0.06756999999999999,0.09816000000000001
6.02,-2.55399,0.025070000000000002,0.09909000000000001
6.04,-3.41594,-0.034820000000000004,0.09899
6.06,-3.8135000000000003,-0.1073,0.09756000000000001
6.08,-3.88757,-0.18449000000000002,0.09461
6.1,-3.30407,-0.2566,0.09015000000000001
6.12,-2.41142,-0.31394,0.08439
6.14,-1.6102699999999999,-0.35434,0.07765
6.16,-0.8778900000000001,-0.37941,0.07026
6.18,-0.54281,-0.39381,0.06249
6.2,-0.23709,-0.40159999999999996,0.05452
6.22,0.28854,-0.40125999999999995,0.04643
6.24,1.8558000000000001,-0.37998,0.03852
6.26,3.3207,-0.32838999999999996,0.03134
6.28,3.9695,-0.25566,0.02543
6.3,3.69308,-0.17920000000000003,0.02104
6.32,2.49099,-0.11753,0.01807
6.34,0.9831799999999999,-0.08295999999999999,0.01607
6.36,0.07278,-0.07257,0.014499999999999999
6.38,-0.14831,-0.0735,0.01299
6.4,-0.0782,-0.07576,0.0115
6.42,-0.08016,-0.0775,0.009899999999999999
6.44,-0.06912,-0.07915,0.00827
6.46,-0.20837,-0.08208,0.0066
6.48,-0.9129999999999999,-0.09344,0.00481
6.5,-1.3027199999999999,-0.11576,0.00267
6.52,-1.53453,-0.14429,1e-05
6.54,-1.67522,-0.17654,-0.0032600000000000003
6.56,-1.71723,-0.21062,-0.007189999999999999
6.58,-1.43268,-0.24227,-0.01179
6.6,-0.6288900000000001,-0.26288,-0.01687
6.62,-0.16744,-0.27098,-0.0223
6.64,-0.12989,-0.2741,-0.02783
6.66,-0.32275,-0.27876,-0.03342
6.68,-0.80658,-0.29019,-0.039169999999999996
6.7,-1.28981,-0.31129,-0.04524
6.72,-1.45535,-0.33887999999999996,-0.051820000000000005
6.74,-0.99878,-0.36356,-0.058929999999999996
6.76,0.16344,-0.37205,-0.0664
6.78,1.9297900000000001,-0.35125999999999996,-0.07377
6.8,3.1122300000000003,-0.30083,-0.08033
6.82,3.05469,-0.23928000000000002,-0.08581
6.84,2.1368199999999997,-0.18749,-0.09013
6.86,0.9250700000000001,-0.15698,-0.09362
6.88,0.08019,-0.14705000000000001,-0.09672
6.9,-0.13646,-0.14773,-0.09974
6.92,0.13334,-0.14788,-0.10278999999999999
6.94,0.4178,-0.14249,-0.10578
6.96,0.39751,-0.13445000000000001,-0.10864000000000001
6.98,-0.14901,-0.13208,-0.11137000000000001
7.0,-0.5405,-0.13897,-0.11406000000000001
7.02,-0.47537999999999997,-0.14923,-0.11703
7.04,-0.09632999999999999,-0.15503999999999998,-0.12018000000000001
7.06,0.32857,-0.15281,-0.12336
7.08,0.9697499999999999,-0.13992000000000002,-0.12639
7.1,1.76958,-0.11262,-0.12903
7.12,1.9657900000000001,-0.07536,-0.13101000000000002
7.14,2.04619,-0.03533,-0.1322
7.16,1.98852,0.00492,-0.13259
7.18,1.78078,0.042519999999999995,-0.1322
7.2,1.7177699999999998,0.07751000000000001,-0.13099
7.22,1.75103,0.11213,-0.12918
7.24,1.89822,0.14856,-0.12667
7.26,2.13702,0.18884,-0.12339
7.28,2.18878,0.23203,-0.11927
7.3,2.1464,0.27532,-0.11428
7.32,2.0232,0.31694,-0.10844
7.34,1.65868,0.35369999999999996,-0.10181
7.36,1.3049600000000001,0.38327,-0.09451000000000001
7.38,1.07687,0.40702,-0.08669
7.4,0.8851600000000001,0.42664,-0.07833999999999999
7.42,0.7741899999999999,0.44319000000000003,-0.06972
7.44,0.6177,0.45707000000000003,-0.0608
7.46,-0.08681,0.46234000000000003,-0.051660000000000005
7.48,-0.9808,0.45163,-0.04258
7.5,-1.8599,0.42318,-0.03388
7.52,-2.75524,0.37699,-0.025929999999999998
7.54,-3.4325099999999997,0.31507,-0.01907
7.56,-3.54869,0.24522,-0.013540000000000002
7.58,-3.1473700000000004,0.17822,-0.00941
7.6,-2.70381,0.11972,-0.00644
7.62,-2.6265899999999998,0.0664,-0.00466
7.64,-2.55624,0.01456,-0.00392
7.66,-2.051,-0.03152,-0.00418
7.68,-1.43711,-0.06642,-0.00526
7.7,-0.62868,-0.08709,-0.006889999999999999
7.72,-0.12194,-0.0946,-0.0088
7.74,0.98437,-0.08599,-0.01072
7.76,3.08905,-0.045270000000000005,-0.01218
7.78,4.99718,0.03558,-0.012410000000000001
7.8,6.46821,0.15023999999999998,-0.0106
7.82,6.0559,0.2755,-0.00639
7.84,4.5254,0.38132,0.00016
7.86,2.83568,0.45494999999999997,0.00852
7.88,1.1110200000000001,0.49443,0.018000000000000002
7.9,-0.36530999999999997,0.5019100000000001,0.02795
7.92,-1.05806,0.48768999999999996,0.03781
7.94,-1.07854,0.46634,0.047279999999999996
7.96,-1.2031100000000001,0.44354,0.056319999999999995
7.98,-1.67718,0.41475,0.06486
8.0,-2.55436,0.37244,0.07275999999999999
8.02,-3.5116500000000004,0.31182,0.07958
8.04,-4.72165,0.22952000000000003,0.08498
8.06,-5.16652,0.13068,0.08855
8.08,-4.5697399999999995,0.03336,0.09012
8.1,-3.03987,-0.04269,0.08992000000000001
8.12,-1.5714,-0.08877,0.08851
8.14,-0.99372,-0.11438000000000001,0.08641
8.16,-0.99056,-0.13418,0.08387
8.18,-0.9886499999999999,-0.15393,0.08094
8.2,-1.11023,-0.17492000000000002,0.07765
8.22,-1.0664,-0.19662,0.0739
8.24,-0.41096,-0.21133,0.06976
8.26,0.50171,-0.21036000000000002,0.06548
8.28,1.6918600000000001,-0.18835999999999997,0.06141
8.3,2.42001,-0.14718,0.05799000000000001
8.32,2.2286699999999997,-0.10063000000000001,0.05548
8.34,1.48018,-0.06348,0.05383
8.36,0.43527,-0.04426,0.052750000000000005
8.38,-0.4545,-0.04439,0.051859999999999996
8.4,-0.70914,-0.05602,0.05086
8.42,-0.54281,-0.06846000000000001,0.049589999999999995
8.44,-0.13773,-0.07519,0.04811
8.46,0.17123000000000002,-0.07477,0.04658
8.48,0.040810000000000006,-0.07257,0.045090000000000005
8.5,-0.55565,-0.07764,0.043579999999999994
8.52,-0.9758499999999999,-0.09287000000000001,0.041870000000000004
8.54,-1.03852,-0.11292999999999999,0.03979
8.56,-1.05437,-0.13378,0.0373
8.58,-1.0842,-0.15509,0.034390000000000004
8.6,-1.19791,-0.1779,0.031059999999999997
8.62,-1.2158499999999999,-0.20193999999999998,0.02726
8.64,-1.08482,-0.22485,0.02298
8.66,-0.7506,-0.24311,0.01828
8.68,-0.27942,-0.25332,0.01329
8.7,0.20550000000000002,-0.25396,0.00819
8.72,0.47313000000000005,-0.24708,0.00317
8.74,0.55846,-0.23667000000000002,-0.00168
8.76,0.46773000000000003,-0.22631,-0.00632
8.78,0.35773000000000005,-0.21796,-0.01076
8.8,0.44567,-0.20992,-0.01505
8.82,0.89709,-0.19638999999999998,-0.019119999999999998
8.84,1.52796,-0.17203,-0.02282
8.86,1.97103,-0.13693,-0.025920000000000002
8.88,2.2465100000000002,-0.09465,-0.028229999999999998
8.9,2.31709,-0.04891,-0.029670000000000002
8.92,2.33032,-0.00233,-0.03017
8.94,2.25278,0.043609999999999996,-0.029750000000000002
8.96,1.9811,0.08606,-0.02844
8.98,1.58523,0.12183,-0.02634
9.0,1.23741,0.15006,-0.023610000000000003
9.02,0.80738,0.17062000000000002,-0.02037
9.04,0.31692,0.18197,-0.016810000000000002
9.06,-0.06019,0.18465,-0.01311
9.08,-0.45431,0.17962,-0.009439999999999999
9.1,-0.9555400000000001,0.16564,-0.0059499999999999996
9.12,-1.5913300000000001,0.14028000000000002,-0.0028499999999999997
9.14,-2.0554900000000003,0.10392,-0.00037
9.16,-2.11701,0.06231,0.00131
9.18,-1.78969,0.02336,0.00218
9.2,-1.4484700000000001,-0.00902,0.00231
9.22,-1.2839599999999998,-0.036230000000000005,0.00188
9.24,-1.1272499999999999,-0.06023,0.00094
9.26,-0.8440000000000001,-0.07983,-0.00043999999999999996
9.28,-0.59975,-0.09415,-0.00216
9.3,-0.33901000000000003,-0.10342000000000001,-0.00411
9.32,0.30245,-0.10367000000000001,-0.00617
9.34,1.04918,-0.09005,-0.008100000000000001
9.36,1.59506,-0.06349,-0.00963
9.38,1.71648,-0.03026,-0.01054
9.4,1.4747700000000001,0.00166,-0.01081
9.42,1.0092400000000001,0.02661,-0.01048
9.44,0.62212,0.04304,-0.009729999999999999
9.46,0.34922,0.05286,-0.00872
9.48,0.20125,0.05848,-0.00756
9.5,0.20870999999999998,0.06269,-0.00631
9.52,0.2741,0.06763,-0.00497
9.54,0.34201,0.0739,-0.0035099999999999997
9.56,0.12951000000000001,0.07872,-0.00194
9.58,-0.40063000000000004,0.07613,-0.00033
9.6,-0.93231,0.06280000000000001,0.00108
9.62,-1.07059,0.04287,0.00219
9.64,-0.87763,0.0235,0.0028899999999999998
9.66,-0.40001,0.01083,0.0032700000000000003
9.68,0.17344,0.00867,0.0034899999999999996
9.7,0.708,0.01758,0.00378
9.72,1.52231,0.03999,0.00438
9.74,2.04825,0.0758,0.00557
9.76,2.10583,0.11745,0.00755
9.78,1.78237,0.15643,0.01034
9.8,1.09764,0.18524000000000002,0.013779999999999999
9.82,0.5145000000000001,0.20146,0.01772
9.84,0.16963999999999999,0.20839,0.02189
9.86,0.10888,0.21126999999999999,0.02614
9.88,0.011779999999999999,0.21257,0.030430000000000002
9.9,-0.05364,0.21225000000000002,0.03474
9.92,-0.68216,0.20498999999999998,0.03898
9.94,-1.94191,0.17884,0.04292
9.96,-2.9180200000000003,0.13033,0.0461
9.98,-3.6123399999999997,0.06513,0.04813
10.0,-3.3216300000000003,-0.00421,0.04873
10.02,-2.3765199999999997,-0.06111,0.0481
10.04,-1.46725,-0.09945999999999999,0.04652
10.06,-0.7757599999999999,-0.12180999999999999,0.044340000000000004
10.08,-0.47369999999999995,-0.13422,0.04183
10.1,-0.47735999999999995,-0.14365,0.0391
10.12,-0.68486,-0.15519,0.03618
10.14,-0.8370399999999999,-0.17033,0.03299
10.16,-0.8679300000000001,-0.18728999999999998,0.02947
10.18,-0.7467400000000001,-0.20335999999999999,0.02561
10.2,-0.33936999999999995,-0.21420999999999998,0.021419999999999998
10.22,0.43218,-0.21322,0.01718
10.24,1.1289799999999999,-0.19754000000000002,0.01311
10.26,1.7178,-0.16899999999999998,0.009479999999999999
10.28,1.97537,-0.132,0.006520000000000001
10.3,1.93876,-0.09279,0.00433
10.32,1.46518,-0.05868,0.0028899999999999998
10.34,0.78459,-0.03612,0.00202
10.36,0.31496999999999997,-0.02505,0.00148
10.38,-0.03943,-0.02223,0.00108
10.4,-0.23581,-0.02497,0.00061
10.42,-0.36255000000000004,-0.030910000000000003,0.00010999999999999999
10.44,-0.40151000000000003,-0.03849,-0.00053
10.46,-0.36923,-0.046150000000000004,-0.00132
10.48,-0.22286,-0.052009999999999994,-0.0022500000000000003
10.5,-0.15014,-0.055689999999999996,-0.0032700000000000003
10.52,-0.31572,-0.0603,-0.00437
10.54,-0.54053,-0.0688,-0.005600000000000001
10.56,-0.60032,-0.08016,-0.00703
10.58,-0.49723999999999996,-0.09108000000000001,-0.00869
10.6,-0.06477000000000001,-0.0967,-0.01058
10.62,0.43625,-0.09295,-0.012450000000000001
10.64,0.71551,-0.08138999999999999,-0.01414
10.66,0.78228,-0.06637,-0.015569999999999999
10.68,0.58692,-0.05264,-0.01671
10.7,0.20799,-0.044660000000000005,-0.01761
10.72,-0.18367999999999998,-0.044379999999999996,-0.01844
10.74,-0.38675,-0.050039999999999994,-0.01932
10.76,-0.38397,-0.05771,-0.02035
10.78,-0.22069,-0.06372,-0.02152
10.8,-0.01298,-0.06605,-0.02282
10.82,0.13652,-0.06480000000000001,-0.024089999999999997
10.84,0.17338,-0.061669999999999996,-0.025310000000000003
10.86,0.12979,-0.05862,-0.026459999999999997
10.88,0.09807,-0.056319999999999995,-0.02757
10.9,0.15505000000000002,-0.05377,-0.02862
10.92,0.3124,-0.04907,-0.029609999999999997
10.94,0.42893000000000003,-0.04163,-0.03047
10.96,0.42784999999999995,-0.03305,-0.03117
10.98,0.3155,-0.02559,-0.031709999999999995
11.0,0.23143,-0.02012,-0.03216
11.02,0.30287,-0.01477,-0.03248
11.04,0.59407,-0.00579,-0.03265
11.06,1.04721,0.010629999999999999,-0.03258
11.08,1.4189599999999998,0.0353,-0.03209
11.1,1.45814,0.06408,-0.031059999999999997
11.12,1.20506,0.09072,-0.02947
11.14,0.83176,0.11109999999999999,-0.0274
11.16,0.43674999999999997,0.12379,-0.025
11.18,0.2228,0.13039,-0.02241
11.2,0.14321,0.13406,-0.01976
11.22,0.16855,0.13717000000000001,-0.01702
